source,target,weight
Drug_100005472,Drug_3032,0.7323943661971831
Drug_100005472,Drug_4174,0.4727272727272727
Drug_100005472,Drug_5472,1.0
Drug_100005472,Drug_6238,0.5714285714285714
Drug_100005472,Drug_91429,0.8524590163934426
Drug_100005472,Drug_100002145,0.9454545454545454
Drug_100005472,Drug_100003793,0.6933333333333334
Drug_100005472,Drug_100004174,0.4727272727272727
Drug_100005472,Drug_100014917,0.6753246753246753
Drug_100005472,Drug_100132971,0.9454545454545454
Drug_100073658,Drug_8378,0.5230769230769231
Drug_4828,Drug_2215,0.9937106918238994
Drug_4828,Drug_2476,0.9937106918238994
Drug_4828,Drug_2541,0.9875
Drug_4828,Drug_2771,0.8540540540540541
Drug_4828,Drug_2783,0.9875
Drug_4828,Drug_2818,0.7718446601941747
Drug_4828,Drug_3066,0.9937106918238994
Drug_4828,Drug_3151,0.9814814814814815
Drug_4828,Drug_3155,0.8586956521739131
Drug_4828,Drug_3158,0.8586956521739131
Drug_4828,Drug_3340,0.9937106918238994
Drug_4828,Drug_3343,0.9875
Drug_4828,Drug_3372,0.9575757575757575
Drug_4828,Drug_3386,0.8494623655913979
Drug_4828,Drug_3559,0.8736263736263736
Drug_4828,Drug_3715,0.8186528497409327
Drug_4828,Drug_3779,0.9813664596273292
Drug_4828,Drug_3827,0.9575757575757575
Drug_4828,Drug_3961,0.9693251533742331
Drug_4828,Drug_4095,0.8681318681318682
Drug_4828,Drug_4543,0.79
Drug_4828,Drug_4747,0.9239766081871345
Drug_4828,Drug_4768,0.9753086419753086
Drug_4828,Drug_4850,0.9937106918238994
Drug_4828,Drug_5002,0.8412698412698413
Drug_4828,Drug_5073,0.9186046511627907
Drug_4828,Drug_5090,0.9404761904761905
Drug_4828,Drug_5357,0.9937106918238994
Drug_4828,Drug_5358,1.0
Drug_4828,Drug_5656,0.88268156424581
Drug_4828,Drug_5709,0.9937106918238994
Drug_4828,Drug_5775,0.9875
Drug_4828,Drug_5959,0.9937106918238994
Drug_4828,Drug_6005,0.9937106918238994
Drug_4828,Drug_8230,0.9937106918238994
Drug_4828,Drug_9880,0.8144329896907216
Drug_4828,Drug_23897,0.9875
Drug_4828,Drug_28864,0.9813664596273292
Drug_4828,Drug_36811,0.8540540540540541
Drug_4828,Drug_39860,0.9937106918238994
Drug_4828,Drug_47811,0.9813664596273292
Drug_4828,Drug_59226,0.9937106918238994
Drug_4828,Drug_60795,0.8983050847457628
Drug_4828,Drug_60853,0.8594594594594595
Drug_4828,Drug_71348,0.9937106918238994
Drug_4828,Drug_71360,0.9575757575757575
Drug_4828,Drug_77998,0.8061224489795918
Drug_4828,Drug_115237,0.9753086419753086
Drug_4828,Drug_129211,0.9937106918238994
Drug_4828,Drug_216237,0.9937106918238994
Drug_4828,Drug_638678,0.9937106918238994
Drug_4828,Drug_5280360,0.9937106918238994
Drug_4828,Drug_5281037,0.9937106918238994
Drug_4828,Drug_5284604,0.9937106918238994
Drug_4828,Drug_5288826,0.9937106918238994
Drug_4828,Drug_5311068,0.9937106918238994
Drug_4828,Drug_5311507,0.9937106918238994
Drug_4828,Drug_5359272,0.9937106918238994
Drug_4828,Drug_9825285,0.9937106918238994
Drug_4828,Drug_9833444,0.9937106918238994
Drug_4828,Drug_24965990,0.9937106918238994
Drug_4828,Drug_100000158,0.9875
Drug_4828,Drug_100000681,0.8315789473684211
Drug_4828,Drug_100000774,0.6196078431372549
Drug_4828,Drug_100000951,0.8777777777777778
Drug_4828,Drug_100002083,0.9937106918238994
Drug_4828,Drug_100002170,0.8633879781420765
Drug_4828,Drug_100002215,0.9813664596273292
Drug_4828,Drug_100002369,0.9937106918238994
Drug_4828,Drug_100002520,0.8486486486486486
Drug_4828,Drug_100002540,0.9813664596273292
Drug_4828,Drug_100002585,0.9634146341463414
Drug_4828,Drug_100002726,0.8548387096774194
Drug_4828,Drug_100002764,0.9875
Drug_4828,Drug_100002781,0.9404761904761905
Drug_4828,Drug_100002801,0.7718446601941747
Drug_4828,Drug_100002803,0.9693251533742331
Drug_4828,Drug_100002978,0.5096774193548387
Drug_4828,Drug_100002995,0.8548387096774194
Drug_4828,Drug_100003007,0.88268156424581
Drug_4828,Drug_100003066,0.9875
Drug_4828,Drug_100003157,0.9813664596273292
Drug_4828,Drug_100003168,0.9814814814814815
Drug_4828,Drug_100003251,0.9753086419753086
Drug_4828,Drug_100003340,0.9937106918238994
Drug_4828,Drug_100003345,0.9813664596273292
Drug_4828,Drug_100003367,0.9634146341463414
Drug_4828,Drug_100003696,0.8412698412698413
Drug_4828,Drug_100003827,0.9575757575757575
Drug_4828,Drug_100003916,0.9875
Drug_4828,Drug_100003954,0.9753086419753086
Drug_4828,Drug_100004140,0.9875
Drug_4828,Drug_100004171,0.9875
Drug_4828,Drug_100004422,0.9937106918238994
Drug_4828,Drug_100004635,0.9937106918238994
Drug_4828,Drug_100004639,0.9937106918238994
Drug_4828,Drug_100004736,0.9408284023668639
Drug_4828,Drug_100004747,0.9239766081871345
Drug_4828,Drug_100004885,0.9937106918238994
Drug_4828,Drug_100004893,0.9634146341463414
Drug_4828,Drug_100005002,0.8412698412698413
Drug_4828,Drug_100005358,1.0
Drug_4828,Drug_100005401,0.9875
Drug_4828,Drug_100005487,0.9937106918238994
Drug_4828,Drug_100005524,0.8876404494382022
Drug_4828,Drug_100005533,0.88268156424581
Drug_4828,Drug_100005771,0.9937106918238994
Drug_4828,Drug_100010100,0.98125
Drug_4828,Drug_100012453,0.9937106918238994
Drug_4828,Drug_100041693,0.9875
Drug_4828,Drug_100042955,0.9937106918238994
Drug_4828,Drug_100054313,0.9813664596273292
Drug_4828,Drug_100054373,0.9937106918238994
Drug_4828,Drug_100060146,0.9937106918238994
Drug_4828,Drug_100060612,0.9937106918238994
Drug_4828,Drug_100065014,0.9937106918238994
Drug_4828,Drug_100068613,0.9937106918238994
Drug_4828,Drug_100104865,0.9937106918238994
Drug_4828,Drug_100216237,0.9937106918238994
Drug_4828,Drug_106433117,0.9937106918238994
Drug_4828,Drug_124965990,0.9937106918238994
Drug_100002083,Drug_2215,1.0
Drug_100002083,Drug_2476,1.0
Drug_100002083,Drug_2541,0.9937106918238994
Drug_100002083,Drug_2771,0.8586956521739131
Drug_100002083,Drug_2783,0.9937106918238994
Drug_100002083,Drug_2818,0.7669902912621359
Drug_100002083,Drug_3066,1.0
Drug_100002083,Drug_3151,0.9753086419753086
Drug_100002083,Drug_3155,0.8633879781420765
Drug_100002083,Drug_3158,0.8633879781420765
Drug_100002083,Drug_3340,1.0
Drug_100002083,Drug_3343,0.9937106918238994
Drug_100002083,Drug_3372,0.9634146341463414
Drug_100002083,Drug_3386,0.8540540540540541
Drug_100002083,Drug_3559,0.8681318681318682
Drug_100002083,Drug_3715,0.8229166666666666
Drug_100002083,Drug_3779,0.9875
Drug_100002083,Drug_3827,0.9634146341463414
Drug_100002083,Drug_3961,0.9753086419753086
Drug_100002083,Drug_4095,0.8729281767955801
Drug_100002083,Drug_4543,0.7939698492462312
Drug_100002083,Drug_4747,0.9294117647058824
Drug_100002083,Drug_4768,0.9813664596273292
Drug_100002083,Drug_4850,1.0
Drug_100002083,Drug_5002,0.8359788359788359
Drug_100002083,Drug_5073,0.9239766081871345
Drug_100002083,Drug_5090,0.9461077844311377
Drug_100002083,Drug_5357,1.0
Drug_100002083,Drug_5358,0.9937106918238994
Drug_100002083,Drug_5656,0.8876404494382022
Drug_100002083,Drug_5709,1.0
Drug_100002083,Drug_5775,0.9937106918238994
Drug_100002083,Drug_5959,1.0
Drug_100002083,Drug_6005,1.0
Drug_100002083,Drug_8230,1.0
Drug_100002083,Drug_9880,0.8186528497409327
Drug_100002083,Drug_23897,0.9937106918238994
Drug_100002083,Drug_28864,0.9875
Drug_100002083,Drug_36811,0.8586956521739131
Drug_100002083,Drug_39860,1.0
Drug_100002083,Drug_47811,0.9875
Drug_100002083,Drug_59226,1.0
Drug_100002083,Drug_60795,0.8926553672316384
Drug_100002083,Drug_60853,0.8540540540540541
Drug_100002083,Drug_71348,1.0
Drug_100002083,Drug_71360,0.9634146341463414
Drug_100002083,Drug_77998,0.8102564102564103
Drug_100002083,Drug_115237,0.9813664596273292
Drug_100002083,Drug_129211,1.0
Drug_100002083,Drug_216237,1.0
Drug_100002083,Drug_638678,1.0
Drug_100002083,Drug_5280360,1.0
Drug_100002083,Drug_5281037,1.0
Drug_100002083,Drug_5284604,1.0
Drug_100002083,Drug_5288826,1.0
Drug_100002083,Drug_5311068,1.0
Drug_100002083,Drug_5311507,1.0
Drug_100002083,Drug_5359272,1.0
Drug_100002083,Drug_9825285,1.0
Drug_100002083,Drug_9833444,1.0
Drug_100002083,Drug_24965990,1.0
Drug_100002083,Drug_100000158,0.9937106918238994
Drug_100002083,Drug_100000681,0.8359788359788359
Drug_100002083,Drug_100000774,0.6220472440944882
Drug_100002083,Drug_100000951,0.88268156424581
Drug_100002083,Drug_100002170,0.8681318681318682
Drug_100002083,Drug_100002215,0.9875
Drug_100002083,Drug_100002369,1.0
Drug_100002083,Drug_100002520,0.8532608695652174
Drug_100002083,Drug_100002540,0.9875
Drug_100002083,Drug_100002585,0.9693251533742331
Drug_100002083,Drug_100002726,0.8494623655913979
Drug_100002083,Drug_100002764,0.9937106918238994
Drug_100002083,Drug_100002781,0.9461077844311377
Drug_100002083,Drug_100002801,0.7669902912621359
Drug_100002083,Drug_100002803,0.9753086419753086
Drug_100002083,Drug_100002978,0.511326860841424
Drug_100002083,Drug_100002995,0.8494623655913979
Drug_100002083,Drug_100003007,0.8876404494382022
Drug_100002083,Drug_100003066,0.9937106918238994
Drug_100002083,Drug_100003157,0.9875
Drug_100002083,Drug_100003168,0.9753086419753086
Drug_100002083,Drug_100003251,0.9813664596273292
Drug_100002083,Drug_100003340,1.0
Drug_100002083,Drug_100003345,0.9875
Drug_100002083,Drug_100003367,0.9693251533742331
Drug_100002083,Drug_100003696,0.8359788359788359
Drug_100002083,Drug_100003827,0.9634146341463414
Drug_100002083,Drug_100003916,0.9937106918238994
Drug_100002083,Drug_100003954,0.9813664596273292
Drug_100002083,Drug_100004140,0.9937106918238994
Drug_100002083,Drug_100004171,0.9937106918238994
Drug_100002083,Drug_100004422,1.0
Drug_100002083,Drug_100004635,1.0
Drug_100002083,Drug_100004639,1.0
Drug_100002083,Drug_100004736,0.9349112426035503
Drug_100002083,Drug_100004747,0.9294117647058824
Drug_100002083,Drug_100004885,1.0
Drug_100002083,Drug_100004893,0.9693251533742331
Drug_100002083,Drug_100005002,0.8359788359788359
Drug_100002083,Drug_100005358,0.9937106918238994
Drug_100002083,Drug_100005401,0.9937106918238994
Drug_100002083,Drug_100005487,1.0
Drug_100002083,Drug_100005524,0.8926553672316384
Drug_100002083,Drug_100005533,0.8876404494382022
Drug_100002083,Drug_100005771,1.0
Drug_100002083,Drug_100010100,0.9874213836477987
Drug_100002083,Drug_100012453,1.0
Drug_100002083,Drug_100041693,0.9937106918238994
Drug_100002083,Drug_100042955,1.0
Drug_100002083,Drug_100054313,0.9875
Drug_100002083,Drug_100054373,1.0
Drug_100002083,Drug_100060146,1.0
Drug_100002083,Drug_100060612,1.0
Drug_100002083,Drug_100065014,1.0
Drug_100002083,Drug_100068613,1.0
Drug_100002083,Drug_100104865,1.0
Drug_100002083,Drug_100216237,1.0
Drug_100002083,Drug_106433117,1.0
Drug_100002083,Drug_124965990,1.0
Drug_5281081,Drug_4659569,1.0
Drug_5281081,Drug_104659568,1.0
Drug_5281071,Drug_2370,1.0
Drug_5281071,Drug_2381,1.0
Drug_5281071,Drug_2564,1.0
Drug_5281071,Drug_3100,0.5
Drug_5281071,Drug_3623,1.0
Drug_5281071,Drug_3947,0.4
Drug_5281071,Drug_4034,1.0
Drug_5281071,Drug_4601,0.4
Drug_5281071,Drug_4746,0.5
Drug_5281071,Drug_5909,0.75
Drug_5281071,Drug_124087,0.4
Drug_5281071,Drug_154417,1.0
Drug_5281071,Drug_100002370,1.0
Drug_5281071,Drug_100004120,0.8333333333333334
Drug_5281071,Drug_100004819,0.75
Drug_39860,Drug_2215,1.0
Drug_39860,Drug_2476,1.0
Drug_39860,Drug_2541,0.9937106918238994
Drug_39860,Drug_2771,0.8586956521739131
Drug_39860,Drug_2783,0.9937106918238994
Drug_39860,Drug_2818,0.7669902912621359
Drug_39860,Drug_3066,1.0
Drug_39860,Drug_3151,0.9753086419753086
Drug_39860,Drug_3155,0.8633879781420765
Drug_39860,Drug_3158,0.8633879781420765
Drug_39860,Drug_3340,1.0
Drug_39860,Drug_3343,0.9937106918238994
Drug_39860,Drug_3372,0.9634146341463414
