source,target,weight
Drug_119,Drug_5732,0.42857142857142855
Drug_119,Drug_100000119,1.0
Drug_119,Drug_100005732,0.42857142857142855
Drug_187,Drug_942,0.46
Drug_187,Drug_2551,0.6078431372549019
Drug_187,Drug_3510,0.4230769230769231
Drug_187,Drug_89594,0.43137254901960786
Drug_187,Drug_170361,0.44
Drug_187,Drug_100000187,1.0
Drug_187,Drug_100000942,0.45098039215686275
Drug_187,Drug_100002551,0.6078431372549019
Drug_187,Drug_100003510,0.4230769230769231
Drug_187,Drug_100170361,0.44
Drug_222,Drug_445643,0.40718562874251496
Drug_222,Drug_100002351,0.4722222222222222
Drug_222,Drug_100005372,0.40718562874251496
Drug_247,Drug_936,0.8392857142857143
Drug_247,Drug_977,0.48205128205128206
Drug_247,Drug_1727,0.9894736842105263
Drug_247,Drug_4413,0.9894736842105263
Drug_247,Drug_4735,0.8703703703703703
Drug_247,Drug_6322,0.5949367088607594
Drug_247,Drug_92721,0.9894736842105263
Drug_247,Drug_10182969,0.9894736842105263
Drug_247,Drug_100000232,0.5119047619047619
Drug_247,Drug_100000247,1.0
Drug_247,Drug_100001727,0.9894736842105263
Drug_247,Drug_100002232,0.9894736842105263
Drug_247,Drug_100004735,0.8703703703703703
Drug_247,Drug_100005530,0.912621359223301
Drug_247,Drug_110182969,0.9894736842105263
Drug_271,Drug_753,0.40337552742616034
Drug_271,Drug_100000271,1.0
Drug_271,Drug_100000753,0.40337552742616034
Drug_311,Drug_100000311,1.0
Drug_312,Drug_100000312,0.9465936323176994
Drug_338,Drug_100000338,1.0
Drug_444,Drug_1206,0.6785714285714286
Drug_444,Drug_1615,0.7586206896551724
Drug_444,Drug_3007,0.7037037037037037
Drug_444,Drug_3103,0.9615384615384616
Drug_444,Drug_3404,0.7307692307692307
Drug_444,Drug_4058,0.5428571428571428
Drug_444,Drug_4158,0.6551724137931034
Drug_444,Drug_54840,0.4523809523809524
Drug_444,Drug_55480,0.7307692307692307
Drug_444,Drug_60648,0.7307692307692307
Drug_444,Drug_60834,0.475
Drug_444,Drug_63009,0.6842105263157895
Drug_444,Drug_65856,0.6785714285714286
Drug_444,Drug_146570,0.75
Drug_444,Drug_154100,0.7307692307692307
Drug_444,Drug_446220,0.4117647058823529
Drug_444,Drug_5324345,0.6785714285714286
Drug_444,Drug_6917778,0.7307692307692307
Drug_444,Drug_100000444,1.0
Drug_444,Drug_100002826,0.4117647058823529
Drug_444,Drug_100003404,0.6551724137931034
Drug_444,Drug_100004058,0.5428571428571428
Drug_444,Drug_100004158,0.6551724137931034
Drug_444,Drug_100005203,0.6842105263157895
Drug_444,Drug_100005466,0.7307692307692307
Drug_444,Drug_100054840,0.4523809523809524
Drug_444,Drug_100055480,0.7307692307692307
Drug_444,Drug_100060834,0.475
Drug_444,Drug_100065856,0.6785714285714286
Drug_444,Drug_100122197,0.7307692307692307
Drug_564,Drug_441401,0.6533333333333333
Drug_564,Drug_100000564,1.0
Drug_564,Drug_100000612,0.5096153846153846
Drug_564,Drug_100003848,0.5247524752475248
Drug_564,Drug_100003929,0.6533333333333333
Drug_679,Drug_100000679,1.0
Drug_681,Drug_750,0.5728155339805825
Drug_681,Drug_774,0.5543859649122806
Drug_681,Drug_838,0.8359788359788359
Drug_681,Drug_951,0.9365079365079365
Drug_681,Drug_1978,0.8359788359788359
